code,Country  ,Gcountry,Continent,Location  ,Type  ,Sub Type  ,dayStart,monthStart,yearStart,dayEnd,monthEnd,yearEnd,duration,complete
196,Afghanistan,Afghanistan,SOUTHERN ASIA,Hesarak (Balkh province),Transport accident,Road,14,5,2011,14,5,2011,0,1
197,Afghanistan,Afghanistan,SOUTHERN ASIA,Kandahar province,Transport accident,Road,20,8,2011,20,8,2011,0,1
198,Afghanistan,Afghanistan,SOUTHERN ASIA,Ab Band district (Ghazni ...,Transport accident,Road,14,9,2012,14,9,2012,0,1
199,Afghanistan,Afghanistan,SOUTHERN ASIA,"Badil, Sholake, Hadwal, D ...",Wildfire,Forest fire,12,6,1999,12,6,1999,0,1
200,Albania,Albania,SOUTHERN EUROPE,,Drought,Drought,,,1989,,,1991,,0
201,Albania,Albania,SOUTHERN EUROPE,Shupenze (Albania-Yugo Bo ...,Earthquake (seismic activity),Earthquake (ground shaking),30,11,1967,30,11,1967,0,1
202,Albania,Albania,SOUTHERN EUROPE,Northern,Earthquake (seismic activity),Earthquake (ground shaking),15,4,1979,15,4,1979,0,1
203,Albania,Albania,SOUTHERN EUROPE,Lushnje,Earthquake (seismic activity),Earthquake (ground shaking),16,11,1982,16,11,1982,0,1
204,Albania,Albania,SOUTHERN EUROPE,Tirana,Earthquake (seismic activity),Earthquake (ground shaking),9,1,1988,9,1,1988,0,1
205,Albania,Albania,SOUTHERN EUROPE,Kukes,Earthquake (seismic activity),Earthquake (ground shaking),30,9,1998,30,9,1998,0,1
206,Albania,Albania,SOUTHERN EUROPE,Peshkopia,Earthquake (seismic activity),Earthquake (ground shaking),7,9,2009,7,9,2009,0,1
207,Albania,Albania,SOUTHERN EUROPE,,Epidemic,Viral Infectious Diseases,,4,1996,,9,1996,,0
208,Albania,Albania,SOUTHERN EUROPE,Gjinokastru,Epidemic,,,7,2002,,7,2002,,0
209,Albania,Albania,SOUTHERN EUROPE,,Extreme temperature,Extreme winter conditions,6,3,1985,6,3,1985,0,1
210,Albania,Albania,SOUTHERN EUROPE,"Puka, Shkodra, Kukes, Pes ...",Extreme temperature,Extreme winter conditions,,1,2012,,2,2012,,0
211,Albania,Albania,SOUTHERN EUROPE,,Extreme temperature,Heat wave,1,7,2004,,7,2004,,0
212,Albania,Albania,SOUTHERN EUROPE,,Extreme temperature,Heat wave,15,7,2007,22,7,2007,7,1
213,Albania,Albania,SOUTHERN EUROPE,"Kruja, Lac, Lezha, Shkdor ...",Flood,Flash flood,17,11,1992,19,11,1992,2,1
214,Albania,Albania,SOUTHERN EUROPE,"Shkadra, Malesi, Modhe, ...",Flood,General flood,27,12,1995,27,12,1995,0,1
215,Albania,Albania,SOUTHERN EUROPE,"Lezha, Shkoder regions (N ...",Flood,General flood,21,9,2002,10,10,2002,19,1
216,Albania,Albania,SOUTHERN EUROPE,Obot (Shkodra Prefecture) ...,Flood,General flood,4,12,2004,8,12,2004,4,1
217,Albania,Albania,SOUTHERN EUROPE,"Vlora, Fie, Gjirokaster, ...",Flood,General flood,30,11,2005,3,12,2005,3,1
218,Albania,Albania,SOUTHERN EUROPE,"Shkodra, Lezha prefecture ...",Flood,General Flood,27,12,2009,8,1,2010,12,1
219,Albania,Albania,SOUTHERN EUROPE,"Lezha, Shkodra, Livadhe r ...",Flood,General Flood,3,12,2010,3,12,2010,0,1
220,Albania,Albania,SOUTHERN EUROPE,Lezhe (North-Western),Flood,Storm surge/coastal flood,20,12,1997,23,12,1997,3,1
221,Albania,Albania,SOUTHERN EUROPE,"Laci, Rrogozhina, Lushnja ...",Flood,,20,9,1995,20,9,1995,0,1
222,Albania,Albania,SOUTHERN EUROPE,Fushe Arrez,Industrial Accident,Fire,7,12,1991,7,12,1991,0,1
223,Albania,Albania,SOUTHERN EUROPE,North,Mass Movement Wet,Landslide,11,1,1985,11,1,1985,0,1
224,Albania,Albania,SOUTHERN EUROPE,"Gradec, Marqinet1 and Mar ...",Miscellaneous accident,Explosion,15,3,2008,15,3,2008,0,1
225,Albania,Albania,SOUTHERN EUROPE,"Shkoder, Diber, Puke, Kuk ...",Storm,Local storm,8,1,2002,8,1,2002,0,1
226,Albania,Albania,SOUTHERN EUROPE,"Kukes, Dibra, Shkodra, Le ...",Storm,Local storm,23,1,2005,28,2,2005,36,1
227,Albania,Albania,SOUTHERN EUROPE,Near Fushe Arrazez,Transport Accident,Road,14,10,2004,14,10,2004,0,1
228,Albania,Albania,SOUTHERN EUROPE,Fushe-Arrez (near Gjegjan ...,Transport accident,Road,17,7,2010,17,7,2010,0,1
229,Albania,Albania,SOUTHERN EUROPE,Qafa e Vishes (near Himar ...,Transport accident,Road,21,5,2012,21,5,2012,0,1
230,Albania,Albania,SOUTHERN EUROPE,Near Tirana,Transport accident,Water,5,3,2008,6,3,2008,1,1
231,Albania,Albania,SOUTHERN EUROPE,"Kolonja, Vlora, Puka, Tro ...",Wildfire,Forest fire,,7,2007,,7,2007,,0
232,Algeria,Algeria,NORTHERN AFRICA,,Drought,Drought,,,1981,,,1983,,0
233,Algeria,Algeria,NORTHERN AFRICA,West,Drought,Drought,,4,2005,,7,2005,,0
234,Algeria,Algeria,NORTHERN AFRICA,Kabylie,Earthquake (seismic activity),Earthquake (ground shaking),24,6,1910,24,6,1910,0,1
235,Algeria,Algeria,NORTHERN AFRICA,Constantine,Earthquake (seismic activity),Earthquake (ground shaking),12,2,1946,12,2,1946,0,1
236,Algeria,Algeria,NORTHERN AFRICA,Orleansville,Earthquake (seismic activity),Earthquake (ground shaking),9,9,1954,9,9,1954,0,1
237,Algeria,Algeria,NORTHERN AFRICA,"Melouza, Beni Illmane",Earthquake (seismic activity),Earthquake (ground shaking),21,2,1960,21,2,1960,0,1
238,Algeria,Algeria,NORTHERN AFRICA,M'sila & Environs,Earthquake (seismic activity),Earthquake (ground shaking),1,1,1965,1,1,1965,0,1
239,Algeria,Algeria,NORTHERN AFRICA,El Asnam,Earthquake (seismic activity),Earthquake (ground shaking),10,10,1980,10,10,1980,0,1
240,Algeria,Algeria,NORTHERN AFRICA,El Asnam area,Earthquake (seismic activity),Earthquake (ground shaking),7,12,1980,7,12,1980,0,1
241,Algeria,Algeria,NORTHERN AFRICA,Constantine-Skikda area,Earthquake (seismic activity),Earthquake (ground shaking),27,10,1985,27,10,1985,0,1
242,Algeria,Algeria,NORTHERN AFRICA,"Wilaya de Chle, Wilaya de ...",Earthquake (seismic activity),Earthquake (ground shaking),26,1,1987,26,1,1987,0,1
243,Algeria,Algeria,NORTHERN AFRICA,Blida area,Earthquake (seismic activity),Earthquake (ground shaking),31,10,1988,31,10,1988,0,1
244,Algeria,Algeria,NORTHERN AFRICA,"Chenoua, Blida, Tipasa, B ...",Earthquake (seismic activity),Earthquake (ground shaking),29,10,1989,29,10,1989,0,1
245,Algeria,Algeria,NORTHERN AFRICA,Ain-Defla,Earthquake (seismic activity),Earthquake (ground shaking),19,1,1992,19,1,1992,0,1
246,Algeria,Algeria,NORTHERN AFRICA,Mascara province,Earthquake (seismic activity),Earthquake (ground shaking),18,8,1994,18,8,1994,0,1
247,Algeria,Algeria,NORTHERN AFRICA,A?n T?muchent,Earthquake (seismic activity),Earthquake (ground shaking),22,12,1999,22,12,1999,0,1
248,Algeria,Algeria,NORTHERN AFRICA,"Thenia, Boumerdes, Zemmou ...",Earthquake (seismic activity),Earthquake (ground shaking),21,5,2003,21,5,2003,0,1
249,Algeria,Algeria,NORTHERN AFRICA,Zemmouri,Earthquake (seismic activity),Earthquake (ground shaking),27,5,2003,27,5,2003,0,1
250,Algeria,Algeria,NORTHERN AFRICA,"Near Alger, Bourmerd?s re ...",Earthquake (seismic activity),Earthquake (ground shaking),10,1,2004,10,1,2004,0,1
251,Algeria,Algeria,NORTHERN AFRICA,Boumerdes,Earthquake (seismic activity),Earthquake (ground shaking),1,12,2004,1,12,2004,0,1
252,Algeria,Algeria,NORTHERN AFRICA,Laalam,Earthquake (seismic activity),Earthquake (ground shaking),20,3,2006,20,3,2006,0,1
253,Algeria,Algeria,NORTHERN AFRICA,Near Beni Yellman,Earthquake (seismic activity),Earthquake (ground shaking),14,5,2010,14,5,2010,0,1
254,Algeria,Algeria,NORTHERN AFRICA,Tenia City,Epidemic,Bacterial Infectious Diseases,24,4,1991,24,4,1991,0,1
255,Algeria,Algeria,NORTHERN AFRICA,"Oued Rhiou, Wilama of Rel ...",Epidemic,Bacterial Infectious Diseases,,3,1997,,3,1997,,0
256,Algeria,Algeria,NORTHERN AFRICA,Adrar,Extreme temperature,Heat wave,21,6,2003,21,7,2003,30,1
257,Algeria,Algeria,NORTHERN AFRICA,Ain T?mouchent,Flood,Flash flood,13,10,2000,13,10,2000,0,1
258,Algeria,Algeria,NORTHERN AFRICA,Regions of Naama and Tlem ...,Flood,Flash flood,22,10,2000,25,10,2000,3,1
259,Algeria,Algeria,NORTHERN AFRICA,M'Sila region,Flood,Flash flood,13,4,2007,15,4,2007,2,1
260,Algeria,Algeria,NORTHERN AFRICA,"M'sila, Ain Defla, Tiaret ...",Flood,Flash flood,21,9,2007,24,9,2007,3,1
261,Algeria,Algeria,NORTHERN AFRICA,Ghardaia region,Flood,Flash Flood,1,10,2008,17,10,2008,16,1
262,Algeria,Algeria,NORTHERN AFRICA,"Alger, Tipaza, Blida, and ...",Flood,General flood,21,1,1992,29,1,1992,8,1
263,Algeria,Algeria,NORTHERN AFRICA,Oued Rhiou city (Relisan ...,Flood,General flood,19,10,1993,20,10,1993,1,1
264,Algeria,Algeria,NORTHERN AFRICA,"Bodj-Bou-Arreridj, Tiaret ...",Flood,General flood,21,9,1994,26,9,1994,5,1
265,Algeria,Algeria,NORTHERN AFRICA,El Tarf Region (Eastern A ...,Flood,General flood,23,4,1996,30,4,1996,7,1
266,Algeria,Algeria,NORTHERN AFRICA,"Algiers, Tipaza, Tizi-Ouz ...",Flood,General flood,10,11,2001,14,11,2001,4,1
267,Algeria,Algeria,NORTHERN AFRICA,"Tebessa, Oum El Bouaghi, ...",Flood,General flood,17,8,2002,28,8,2002,11,1
268,Algeria,Algeria,NORTHERN AFRICA,"Batna, Biskra, Hamma and ...",Flood,General flood,9,10,2002,12,10,2002,3,1
269,Algeria,Algeria,NORTHERN AFRICA,"Tizi Ouzou, B?ja?a, (Kaby ...",Flood,General flood,2,4,2003,5,4,2003,3,1
270,Algeria,Algeria,NORTHERN AFRICA,"Reggane (Adrar region), T ...",Flood,General flood,9,8,2003,11,8,2003,2,1
271,Algeria,Algeria,NORTHERN AFRICA,"Assa, Asla, Ain Sefra, Sa ...",Flood,General flood,15,10,2003,18,10,2003,3,1
272,Algeria,Algeria,NORTHERN AFRICA,"Adrar, Laghouat, Oran, Gh ...",Flood,General flood,14,4,2004,16,4,2004,2,1
273,Algeria,Algeria,NORTHERN AFRICA,"Alisi, Adrar, Tamenraset ...",Flood,General flood,6,3,2005,9,3,2005,3,1
274,Algeria,Algeria,NORTHERN AFRICA,Tindouf region,Flood,General flood,10,2,2006,15,2,2006,5,1
275,Algeria,Algeria,NORTHERN AFRICA,"Cha?ba, Ouled Djellal (Bi ...",Flood,General flood,12,8,2007,12,8,2007,0,1
276,Algeria,Algeria,NORTHERN AFRICA,"Bal El Oued, Bologhine, B ...",Flood,General flood,24,11,2007,2,12,2007,8,1
277,Algeria,Algeria,NORTHERN AFRICA,"Ghardaia, Tsabit, Alouef, ...",Flood,General Flood,20,1,2009,27,1,2009,7,1
278,Algeria,Algeria,NORTHERN AFRICA,"M'sila, Biskra, Laghouat ...",Flood,General Flood,10,9,2009,13,9,2009,3,1
279,Algeria,Algeria,NORTHERN AFRICA,El-Bayadh region,Flood,General Flood,1,10,2011,2,10,2011,1,1
280,Algeria,Algeria,NORTHERN AFRICA,"Skikda, Boumerdes, Tizi-O ...",Flood,General Flood,3,2,2012,14,2,2012,11,1
281,Algeria,Algeria,NORTHERN AFRICA,"Tebessa, Tiemcen, M'sila, ...",Flood,General Flood,31,8,2012,2,9,2012,2,1
282,Algeria,Algeria,NORTHERN AFRICA,Mostgaganem,Flood,Storm surge/coastal flood,3,8,2007,3,8,2007,0,1
283,Algeria,Algeria,NORTHERN AFRICA,Mostaganem,Flood,,1,11,1927,1,11,1927,0,1
284,Algeria,Algeria,NORTHERN AFRICA,,Flood,,,9,1952,,9,1952,,0
285,Algeria,Algeria,NORTHERN AFRICA,Southern,Flood,,,12,1963,,12,1963,,0
286,Algeria,Algeria,NORTHERN AFRICA,West El-Asnam,Flood,,6,10,1966,6,10,1966,0,1
287,Algeria,Algeria,NORTHERN AFRICA,Aures Samura Constantine,Flood,,,11,1967,,11,1967,,0
288,Algeria,Algeria,NORTHERN AFRICA,"Alger, Oases, Titteri",Flood,,,9,1969,,10,1969,,0
289,Algeria,Algeria,NORTHERN AFRICA,"Northeast, Tlemcen",Flood,,,3,1973,,3,1973,,0
290,Algeria,Algeria,NORTHERN AFRICA,"G. Kabylia, Tlemcem",Flood,,31,3,1974,31,3,1974,0,1
291,Algeria,Algeria,NORTHERN AFRICA,Western,Flood,,,12,1979,,12,1979,,0
292,Algeria,Algeria,NORTHERN AFRICA,El Elma,Flood,,4,9,1981,4,9,1981,0,1
293,Algeria,Algeria,NORTHERN AFRICA,Annaba (North),Flood,,10,11,1982,10,11,1982,0,1
294,Algeria,Algeria,NORTHERN AFRICA,Western,Flood,,,11,1984,,11,1984,,0
295,Algeria,Algeria,NORTHERN AFRICA,North-East,Flood,,9,1,1985,9,1,1985,0,1
296,Algeria,Algeria,NORTHERN AFRICA,Tindouf Area,Flood,,,10,1994,,10,1994,,0
297,Algeria,Algeria,NORTHERN AFRICA,Ain Guezam,Flood,,2,8,1997,2,8,1997,0,1
298,Algeria,Algeria,NORTHERN AFRICA,Adrar Province,Flood,,14,1,1999,14,1,1999,0,1
299,Algeria,Algeria,NORTHERN AFRICA,"Bordj Bou-Arr?ridj, Oum E ...",Flood,,6,8,2000,6,8,2000,0,1
300,Algeria,Algeria,NORTHERN AFRICA,Bordj Badji Mokhtar (Adra ...,Flood,,17,8,2000,17,8,2000,0,1
301,Algeria,Algeria,NORTHERN AFRICA,"Near B?ja?a, Tizi Ouzou ( ...",Flood,,7,12,2002,7,12,2002,0,1
302,Algeria,Algeria,NORTHERN AFRICA,North,Flood,,13,11,2004,14,11,2004,1,1
303,Algeria,Algeria,NORTHERN AFRICA,Djanet,Flood,,18,6,2005,20,6,2005,2,1
304,Algeria,Algeria,NORTHERN AFRICA,"Relizane, Sa?da, Oran, An ...",Flood,,21,3,2007,23,3,2007,2,1
305,Algeria,Algeria,NORTHERN AFRICA,Skikda,Industrial Accident,Explosion,19,1,2004,19,1,2004,0,1
306,Algeria,Algeria,NORTHERN AFRICA,"Tindouf, Adrar",Insect infestation,Locust,,10,1987,,10,1987,,0
307,Algeria,Algeria,NORTHERN AFRICA,Saharan Atlas mountains,Insect infestation,,,1,1988,,1,1988,,0
308,Algeria,Algeria,NORTHERN AFRICA,Oran,Mass Movement Wet,Landslide,25,12,1993,25,12,1993,0,1
309,Algeria,Algeria,NORTHERN AFRICA,Algiers,Miscellaneous accident,Collapse,27,11,1982,27,11,1982,0,1
310,Algeria,Algeria,NORTHERN AFRICA,Near Aflow,Miscellaneous accident,Collapse,8,10,1995,8,10,1995,0,1
311,Algeria,Algeria,NORTHERN AFRICA,Sebdou (Tlemcen),Miscellaneous accident,Explosion,20,11,2002,20,11,2002,0,1
312,Algeria,Algeria,NORTHERN AFRICA,Guelma,Miscellaneous accident,Explosion,26,12,2004,26,12,2004,0,1
313,Algeria,Algeria,NORTHERN AFRICA,,Miscellaneous accident,Fire,,8,1959,,8,1959,,0
314,Algeria,Algeria,NORTHERN AFRICA,Chelghoum El-Aid,Miscellaneous accident,Fire,3,4,2002,3,4,2002,0,1
315,Algeria,Algeria,NORTHERN AFRICA,Near Ain-Azel,Miscellaneous accident,Other,2,6,1990,2,6,1990,0,1
316,Algeria,Algeria,NORTHERN AFRICA,"Guezzam, Tin Zawaten, Bad ...",Storm,,,9,1988,,9,1988,,0
317,Algeria,Algeria,NORTHERN AFRICA,"B?ja?a, Alger region",Storm,,29,12,2000,29,12,2000,0,1
318,Algeria,Algeria,NORTHERN AFRICA,"Alger, Beja?a, Tizi Ouzou ...",Storm,,31,1,2003,31,1,2003,0,1
319,Algeria,Algeria,NORTHERN AFRICA,"Annaba, Cheta?bi, Kanylie ...",Storm,,,2,2005,,2,2005,,0
320,Algeria,Algeria,NORTHERN AFRICA,Oran,Transport Accident,Air,26,1,1937,26,1,1937,0,1
321,Algeria,Algeria,NORTHERN AFRICA,Ameur el Ain,Transport Accident,Air,27,9,1942,27,9,1942,0,1
322,Algeria,Algeria,NORTHERN AFRICA,Near Tamanrasset airport,Transport Accident,Air,6,3,2003,6,3,2003,0,1
323,Algeria,Algeria,NORTHERN AFRICA,Beni Mered (near Blida),Transport Accident,Air,30,7,2003,30,7,2003,0,1
324,Algeria,Algeria,NORTHERN AFRICA,Algiers,Transport Accident,Rail,28,1,1982,28,1,1982,0,1
325,Algeria,Algeria,NORTHERN AFRICA,Mouzaia,Transport Accident,Rail,14,1,1994,14,1,1994,0,1
326,Algeria,Algeria,NORTHERN AFRICA,Boudouaou,Transport Accident,Rail,14,7,1996,14,7,1996,0,1
327,Algeria,Algeria,NORTHERN AFRICA,Setif,Transport Accident,Road,27,12,1987,27,12,1987,0,1
328,Algeria,Algeria,NORTHERN AFRICA,Azzaba,Transport Accident,Road,22,7,1992,22,7,1992,0,1
329,Algeria,Algeria,NORTHERN AFRICA,S?tif,Transport Accident,Road,2,4,1999,2,4,1999,0,1
330,Algeria,Algeria,NORTHERN AFRICA,Near El-Euch (Bordj Bou A ...,Transport Accident,Road,10,8,2000,10,8,2000,0,1
331,Algeria,Algeria,NORTHERN AFRICA,A?n Defla region,Transport Accident,Road,28,2,2002,28,2,2002,0,1
332,Algeria,Algeria,NORTHERN AFRICA,near Lakhdaria,Transport Accident,Road,7,5,2002,7,5,2002,0,1
333,Algeria,Algeria,NORTHERN AFRICA,Qsar Anekmouf (Near Regga ...,Transport Accident,Road,1,5,2003,1,5,2003,0,1
334,Algeria,Algeria,NORTHERN AFRICA,B?ni Saf (A?n T?mouchent ...,Transport Accident,Road,29,8,2003,29,8,2003,0,1
335,Algeria,Algeria,NORTHERN AFRICA,Near Bouira,Transport Accident,Road,3,10,2003,3,10,2003,0,1
336,Algeria,Algeria,NORTHERN AFRICA,Near Relizane,Transport Accident,Road,26,8,2004,26,8,2004,0,1
337,Algeria,Algeria,NORTHERN AFRICA,Near El Akhdaria,Transport Accident,Road,8,9,2004,8,9,2004,0,1
338,Algeria,Algeria,NORTHERN AFRICA,Near Hassi Messaoud (Ouar ...,Transport Accident,Road,21,11,2004,21,11,2004,0,1
339,Algeria,Algeria,NORTHERN AFRICA,Near A?n Abid (Constantin ...,Transport Accident,Road,30,11,2005,30,11,2005,0,1
340,Algeria,Algeria,NORTHERN AFRICA,Near El Menia,Transport Accident,Road,31,12,2005,31,12,2005,0,1
341,Algeria,Algeria,NORTHERN AFRICA,Near Messaad (Djelfa regi ...,Transport Accident,Road,1,1,2006,1,1,2006,0,1
342,Algeria,Algeria,NORTHERN AFRICA,Near El Ancer (Jijel regi ...,Transport Accident,Road,20,8,2006,20,8,2006,0,1
343,Algeria,Algeria,NORTHERN AFRICA,Relizane department,Transport accident,Road,17,7,2008,17,7,2008,0,1
344,Algeria,Algeria,NORTHERN AFRICA,Near Mascara,Transport accident,Road,7,8,2008,7,8,2008,0,1
345,Algeria,Algeria,NORTHERN AFRICA,Ghazaouet (near Tlemcem),Transport accident,Road,15,8,2009,15,8,2009,0,1
346,Algeria,Algeria,NORTHERN AFRICA,Chahbounia (Near Medea),Transport accident,Road,30,9,2009,30,9,2009,0,1
347,Algeria,Algeria,NORTHERN AFRICA,Djelfa department,Transport accident,Road,5,12,2009,6,12,2009,1,1
348,Algeria,Algeria,NORTHERN AFRICA,El Menea (near Gharda?a),Transport accident,Road,10,1,2010,10,1,2010,0,1
349,Algeria,Algeria,NORTHERN AFRICA,Between Hassi Lefhal and ...,Transport accident,Road,13,7,2010,14,7,2010,1,1
350,Algeria,Algeria,NORTHERN AFRICA,Adrar region,Transport accident,Road,29,9,2012,29,9,2012,0,1
351,Algeria,Algeria,NORTHERN AFRICA,Bone,Transport Accident,Water,27,7,1964,27,7,1964,0,1
352,Algeria,Algeria,NORTHERN AFRICA,Skikda,Transport Accident,Water,15,2,1989,15,2,1989,0,1
353,Algeria,Algeria,NORTHERN AFRICA,Skikda,Transport Accident,Water,4,4,2002,4,4,2002,0,1
354,Algeria,Algeria,NORTHERN AFRICA,Habibas Isl. (au large de ...,Transport Accident,Water,17,8,2002,17,8,2002,0,1
355,Algeria,Algeria,NORTHERN AFRICA,Near Tenes,Transport accident,Water,15,11,2009,15,11,2009,0,1
356,Algeria,Algeria,NORTHERN AFRICA,,Wildfire,Forest fire,,8,1994,,8,1994,,0
357,Algeria,Algeria,NORTHERN AFRICA,Tzarifet,Wildfire,Forest fire,,9,2007,,9,2007,,0
358,American Samoa,,POLYNESIA,,Earthquake (seismic activity),Earthquake (ground shaking),3,6,1985,3,6,1985,0,1
359,American Samoa,,POLYNESIA,,Earthquake (seismic activity),Tsunami,29,9,2009,29,9,2009,0,1
360,American Samoa,,POLYNESIA,"Pago pago, Fagatogo",Flood,Flash flood,18,5,2003,19,5,2003,1,1
361,American Samoa,,POLYNESIA,,Storm,Tropical cyclone,,1,1966,,1,1966,,0
362,American Samoa,,POLYNESIA,,Storm,Tropical cyclone,10,1,1989,10,1,1989,0,1
363,American Samoa,,POLYNESIA,,Storm,Tropical cyclone,5,1,2004,5,1,2004,0,1
364,American Samoa,,POLYNESIA,Manu'a,Storm,Tropical cyclone,16,2,2005,16,2,2005,0,1
365,Angola,Angola,MIDDLE AFRICA,"Benguela, Mocamedes, Huil ...",Drought,Drought,,7,1981,,,1981,,0
366,Angola,Angola,MIDDLE AFRICA,,Drought,Drought,,,1985,,,1985,,0
367,Angola,Angola,MIDDLE AFRICA,"Huila, Namibe, Kwanza Sul ...",Drought,Drought,,1,1989,,,1992,,0
368,Angola,Angola,MIDDLE AFRICA,,Drought,Drought,,3,1997,,,1998,,0
369,Angola,Angola,MIDDLE AFRICA,Kwanza-Sul province,Drought,Drought,,1,2001,,,2001,,0
370,Angola,Angola,MIDDLE AFRICA,"Cunene, Cuanza provinces",Drought,Drought,,9,2004,,,2005,,0
371,Angola,Angola,MIDDLE AFRICA,"Bengo, Kwanza Sul, Bengue ...",Drought,Drought,,3,2012,,,2012,,0
372,Angola,Angola,MIDDLE AFRICA,Luanda,Epidemic,Bacterial Infectious Diseases,,6,1987,,6,1987,,0
373,Angola,Angola,MIDDLE AFRICA,"Luanda, Benguela",Epidemic,Bacterial Infectious Diseases,,1,1989,,1,1989,,0
374,Angola,Angola,MIDDLE AFRICA,,Epidemic,Bacterial Infectious Diseases,,,1995,,,1995,,0
375,Angola,Angola,MIDDLE AFRICA,"Luanda Norte, Bi?, Malang ...",Epidemic,Bacterial Infectious Diseases,1,1,1998,6,8,1998,217,1
376,Angola,Angola,MIDDLE AFRICA,Yambala (Benguela Provinc ...,Epidemic,Bacterial Infectious Diseases,,8,1999,,10,1999,,0
377,Angola,Angola,MIDDLE AFRICA,"Bie, Lunda Sul, Benguela",Epidemic,Bacterial Infectious Diseases,,8,2000,,8,2000,,0
378,Angola,Angola,MIDDLE AFRICA,"Benguela, Cuando, Cubango ...",Epidemic,Bacterial Infectious Diseases,,5,2001,,5,2001,,0
379,Angola,Angola,MIDDLE AFRICA,Balombo municipality (Ben ...,Epidemic,Bacterial Infectious Diseases,,5,2001,2,10,2001,,0
380,Angola,Angola,MIDDLE AFRICA,"Luanda, Bengo, Kwanza Nor ...",Epidemic,Bacterial Infectious Diseases,13,2,2006,8,2,2007,360,1
381,Angola,Angola,MIDDLE AFRICA,"Huila, Uige provinces",Epidemic,Bacterial Infectious Diseases,24,10,2006,,11,2006,,0
382,Angola,Angola,MIDDLE AFRICA,"Luanda, Cabinda, Benguela ...",Epidemic,Bacterial Infectious Diseases,1,1,2007,31,12,2007,364,1
383,Angola,Angola,MIDDLE AFRICA,Cunene province,Epidemic,Bacterial Infectious Diseases,1,1,2008,30,11,2008,334,1
384,Angola,Angola,MIDDLE AFRICA,"Uige, Luanda, Kwanza Nort ...",Epidemic,Bacterial Infectious Diseases,1,1,2008,17,5,2009,502,1
385,Angola,Angola,MIDDLE AFRICA,"Sumbe, Porto Amboim, Muss ...",Epidemic,Bacterial Infectious Diseases,,1,2009,,12,2009,,0
386,Angola,Angola,MIDDLE AFRICA,"Okanguati, Opuwo areas (C ...",Epidemic,Bacterial Infectious Diseases,,3,2009,,3,2009,,0
387,Angola,Angola,MIDDLE AFRICA,Luanda,Epidemic,Viral Infectious Diseases,1,1,1999,27,4,1999,116,1
388,Angola,Angola,MIDDLE AFRICA,"Uige, Luanda, Cabinda, Ma ...",Epidemic,Viral Infectious Diseases,13,10,2004,6,9,2005,328,1
389,Angola,Angola,MIDDLE AFRICA,Cacuaco municipality,Epidemic,,2,10,2007,29,11,2007,58,1
390,Angola,Angola,MIDDLE AFRICA,Dombre-Grande (Benguela P ...,Flood,General flood,8,1,2000,15,1,2000,7,1
391,Angola,Angola,MIDDLE AFRICA,"Namibe city, Macala, Luci ...",Flood,General flood,2,4,2001,9,4,2001,7,1
392,Angola,Angola,MIDDLE AFRICA,Kuito (Bi? province),Flood,General flood,6,2,2002,6,2,2002,0,1
393,Angola,Angola,MIDDLE AFRICA,"Luanda Norte, Malanje",Flood,General flood,6,2,2003,20,2,2003,14,1
394,Angola,Angola,MIDDLE AFRICA,Uige province,Flood,General flood,22,11,2003,23,11,2003,1,1
395,Angola,Angola,MIDDLE AFRICA,"Catata, Calenga municipal ...",Flood,General flood,27,1,2004,1,3,2004,34,1
396,Angola,Angola,MIDDLE AFRICA,Cuando Cubango,Flood,General flood,1,2,2004,2,6,2004,122,1
397,Angola,Angola,MIDDLE AFRICA,Dondo district (Kwanza No ...,Flood,General flood,18,12,2004,19,12,2004,1,1
398,Angola,Angola,MIDDLE AFRICA,North Cuanza (Kwanza-Nort ...,Flood,General flood,27,1,2005,28,3,2005,60,1
399,Angola,Angola,MIDDLE AFRICA,"Huila, Benguela provinces ...",Flood,General flood,,1,2006,,1,2006,,0
400,Angola,Angola,MIDDLE AFRICA,Kuando-Kubango province,Flood,General flood,10,1,2007,10,5,2007,120,1
401,Angola,Angola,MIDDLE AFRICA,Luanda city (Cacuaco muni ...,Flood,General flood,17,1,2007,25,1,2007,8,1
402,Angola,Angola,MIDDLE AFRICA,"Ondjiva, Ombadja, Namakun ...",Flood,General Flood,31,1,2008,3,3,2008,32,1
403,Angola,Angola,MIDDLE AFRICA,Luanda,Flood,General Flood,14,2,2009,16,2,2009,2,1
404,Angola,Angola,MIDDLE AFRICA,"Mukolongondjo, Mupa, Kalo ...",Flood,General Flood,1,3,2009,16,4,2009,46,1
405,Angola,Angola,MIDDLE AFRICA,"Buco Zau, Primeiro de Mai ...",Flood,General Flood,10,12,2009,10,12,2009,0,1
406,Angola,Angola,MIDDLE AFRICA,"Luanda, Cacuaco; Mupa, Ev ...",Flood,General Flood,1,3,2010,17,3,2010,16,1
407,Angola,Angola,MIDDLE AFRICA,Ebo district (Kwanza-Sul ...,Flood,General Flood,21,3,2010,22,3,2010,1,1
408,Angola,Angola,MIDDLE AFRICA,"Lunda, Uije, Huambo, Bi?, ...",Flood,General Flood,15,10,2010,18,10,2010,3,1
409,Angola,Angola,MIDDLE AFRICA,"Luanda, Cazenga, Sambizan ...",Flood,General Flood,3,1,2011,4,1,2011,1,1
