code,Country  ,Gcountry,Continent,Location  ,Type  ,Sub Type  ,dayStart,monthStart,yearStart,dayEnd,monthEnd,yearEnd,duration,complete
11250,Mali,Mali,WESTERN AFRICA,,Epidemic,Bacterial Infectious Diseases,,6,1997,,6,1997,,0
11251,Mali,Mali,WESTERN AFRICA,,Epidemic,Bacterial Infectious Diseases,,1,2002,,1,2002,,0
11252,Mali,Mali,WESTERN AFRICA,"Koulikoro, Segou, Mopti, ...",Epidemic,Bacterial Infectious Diseases,14,8,2003,18,2,2004,188,1
11253,Mali,Mali,WESTERN AFRICA,"Communes of Kheri-Kaffo, ...",Epidemic,Bacterial Infectious Diseases,20,6,2005,11,12,2005,174,1
11254,Mali,Mali,WESTERN AFRICA,"Bamako, Koulikoro, Sikass ...",Epidemic,Bacterial Infectious Diseases,1,1,2006,,4,2006,,0
11255,Mali,Mali,WESTERN AFRICA,,Epidemic,Bacterial Infectious Diseases,,9,2011,14,10,2011,,0
11256,Mali,Mali,WESTERN AFRICA,Kati-Faladie area,Epidemic,Viral Infectious Diseases,,10,1969,,10,1969,,0
11257,Mali,Mali,WESTERN AFRICA,Bamako & rural areas,Epidemic,Viral Infectious Diseases,,9,1987,,9,1987,,0
11258,Mali,Mali,WESTERN AFRICA,"Bafoulab?, Yanfolila and ...",Epidemic,Viral Infectious Diseases,7,10,2005,13,12,2005,67,1
11259,Mali,Mali,WESTERN AFRICA,,Epidemic,Viral Infectious Diseases,,,2009,5,4,2009,,0
11260,Mali,Mali,WESTERN AFRICA,"Sikasso (South), Gao (Nor ...",Flood,Flash flood,3,8,2006,11,10,2006,69,1
11261,Mali,Mali,WESTERN AFRICA,Bla,Flood,Flash flood,22,7,2007,22,7,2007,0,1
11262,Mali,Mali,WESTERN AFRICA,"Sikasso, Kidal, Mopti, Ko ...",Flood,General flood,18,8,2001,9,10,2001,52,1
11263,Mali,Mali,WESTERN AFRICA,"Bamako, Goundam, Tombouct ...",Flood,General flood,26,7,2002,27,7,2002,1,1
11264,Mali,Mali,WESTERN AFRICA,"Timbuktu, Gao, Mopti, Seg ...",Flood,General flood,10,8,2003,19,10,2003,70,1
11265,Mali,Mali,WESTERN AFRICA,"Ansongo, Watagouna, Talat ...",Flood,General flood,6,6,2005,6,6,2005,0,1
11266,Mali,Mali,WESTERN AFRICA,"Bandiagara, Segou, Kayes, ...",Flood,General flood,4,7,2007,10,10,2007,98,1
11267,Mali,Mali,WESTERN AFRICA,"Diancout?, Camara, Lambid ...",Flood,General Flood,18,8,2008,19,8,2008,1,1
11268,Mali,Mali,WESTERN AFRICA,"Kayes, Bamako, Koulik., S ...",Flood,General Flood,,5,2009,,9,2009,,0
11269,Mali,Mali,WESTERN AFRICA,Tombouctou,Flood,General Flood,11,8,2010,12,8,2010,1,1
11270,Mali,Mali,WESTERN AFRICA,"Kayes, Koulikoro, S?gou, ...",Flood,General Flood,4,10,2010,4,10,2010,0,1
11271,Mali,Mali,WESTERN AFRICA,"Goudam, Gossi cities (Tom ...",Flood,General Flood,1,8,2011,8,9,2011,38,1
11272,Mali,Mali,WESTERN AFRICA,"Bamako, Segou, Koulikorou ...",Flood,,,8,1988,,8,1988,,0
11273,Mali,Mali,WESTERN AFRICA,,Flood,,,8,1989,,8,1989,,0
11274,Mali,Mali,WESTERN AFRICA,Asango,Flood,,17,6,1998,17,6,1998,0,1
11275,Mali,Mali,WESTERN AFRICA,"Koulikoro, Kayes",Flood,,,9,1998,,9,1998,,0
11276,Mali,Mali,WESTERN AFRICA,"Bamako, Koulikoro, Keleya ...",Flood,,4,8,1999,4,8,1999,0,1
11277,Mali,Mali,WESTERN AFRICA,Abe?bara,Flood,,25,8,2000,25,8,2000,0,1
11278,Mali,Mali,WESTERN AFRICA,Kayes,Flood,,21,9,2005,27,9,2005,6,1
11279,Mali,Mali,WESTERN AFRICA,"Kayes, Yelimane, Nara",Insect infestation,Grasshopper,,,1985,,,1985,,0
11280,Mali,Mali,WESTERN AFRICA,"North Central region, Nig ...",Insect infestation,Grasshopper,,,1986,,,1986,,0
11281,Mali,Mali,WESTERN AFRICA,,Insect infestation,Grasshopper,,,1987,,,1987,,0
11282,Mali,Mali,WESTERN AFRICA,"Eastern, Western",Insect infestation,Grasshopper/Locust,,4,1988,,4,1988,,0
11283,Mali,Mali,WESTERN AFRICA,North,Insect infestation,Locust,,4,2004,,7,2004,,0
11284,Mali,Mali,WESTERN AFRICA,"Dialakoto (near K?ni?ba, ...",Miscellaneous accident,Fire,19,12,2006,19,12,2006,0,1
11285,Mali,Mali,WESTERN AFRICA,Tombouctou,Miscellaneous accident,Other,24,2,2010,24,2,2010,0,1
11286,Mali,Mali,WESTERN AFRICA,Bamako,Miscellaneous accident,Other,21,2,2011,21,2,2011,0,1
11287,Mali,Mali,WESTERN AFRICA,Tombuctou,Transport Accident,Air,,2,1985,,2,1985,,0
11288,Mali,Mali,WESTERN AFRICA,Fana,Transport Accident,Road,4,12,1992,4,12,1992,0,1
11289,Mali,Mali,WESTERN AFRICA,S?gou region,Transport Accident,Road,16,6,2000,16,6,2000,0,1
11290,Mali,Mali,WESTERN AFRICA,Fana,Transport Accident,Road,11,7,2000,11,7,2000,0,1
11291,Mali,Mali,WESTERN AFRICA,Near S?gou,Transport Accident,Road,17,9,2000,17,9,2000,0,1
11292,Mali,Mali,WESTERN AFRICA,Mopti region,Transport Accident,Road,26,9,2000,26,9,2000,0,1
11293,Mali,Mali,WESTERN AFRICA,Bankass road,Transport Accident,Road,12,5,2002,12,5,2002,0,1
11294,Mali,Mali,WESTERN AFRICA,Between Bamako and Fana,Transport Accident,Road,25,12,2004,25,12,2004,0,1
11295,Mali,Mali,WESTERN AFRICA,Near S?gou,Transport Accident,Road,14,7,2006,14,7,2006,0,1
11296,Mali,Mali,WESTERN AFRICA,Near San,Transport Accident,Road,24,9,2006,25,9,2006,1,1
11297,Mali,Mali,WESTERN AFRICA,,Transport Accident,Road,7,10,2006,8,10,2006,1,1
11298,Mali,Mali,WESTERN AFRICA,Near Bamako,Transport accident,Road,1,8,2010,1,8,2010,0,1
11299,Mali,Mali,WESTERN AFRICA,Between Bamako and Sikass ...,Transport accident,Road,29,9,2011,29,9,2011,0,1
11300,Mali,Mali,WESTERN AFRICA,Near Segou,Transport Accident,Water,18,10,1991,18,10,1991,0,1
11301,Mali,Mali,WESTERN AFRICA,"D?bo lake, Near Youwarou",Transport Accident,Water,13,12,2004,14,12,2004,1,1
11302,Mali,Mali,WESTERN AFRICA,Dangha (Tombouctou region ...,Transport Accident,Water,1,11,2005,1,11,2005,0,1
11303,Mali,Mali,WESTERN AFRICA,Near Barisaji (Gao),Transport Accident,Water,18,12,2006,19,12,2006,1,1
11304,Malta,Malta,SOUTHERN EUROPE,"Atlantique, ? l'Ouest de ...",Transport Accident,Water,21,1,1991,21,1,1991,0,1
11305,Malta,Malta,SOUTHERN EUROPE,,Transport Accident,Water,25,12,1996,25,12,1996,0,1
11306,Malta,Malta,SOUTHERN EUROPE,Near Malta,Transport Accident,Water,,2,2004,,2,2004,,0
11307,Malta,Malta,SOUTHERN EUROPE,South,Transport Accident,Water,20,8,2005,20,8,2005,0,1
11308,Malta,Malta,SOUTHERN EUROPE,,Transport Accident,Water,9,6,2006,9,6,2006,0,1
11309,Malta,Malta,SOUTHERN EUROPE,,Transport Accident,Water,30,7,2006,30,7,2006,0,1
11310,Malta,Malta,SOUTHERN EUROPE,,Transport Accident,Water,20,6,2007,20,6,2007,0,1
11311,Malta,Malta,SOUTHERN EUROPE,,Transport Accident,Water,10,8,2007,10,8,2007,0,1
11312,Malta,Malta,SOUTHERN EUROPE,,Transport accident,Water,27,8,2008,27,8,2008,0,1
11313,Marshall Is,,MICRONESIA,"Ebeye Isl., Kwajalein Ato ...",Epidemic,Bacterial Infectious Diseases,1,12,2000,1,12,2000,0,1
11314,Marshall Is,,MICRONESIA,"Majuro, Ebeye",Flood,Storm surge/coastal Flood,10,12,2008,24,12,2008,14,1
11315,Marshall Is,,MICRONESIA,,Storm,Tropical cyclone,28,11,1991,28,11,1991,0,1
11316,Martinique,,CARIBBEAN,Fort-De-France,Earthquake (seismic activity),Earthquake (ground shaking),29,11,2007,29,11,2007,0,1
11317,Martinique,,CARIBBEAN,,Epidemic,Viral Infectious Diseases,,2,2010,,8,2010,,0
11318,Martinique,,CARIBBEAN,,Storm,Tropical cyclone,10,7,1960,10,7,1960,0,1
11319,Martinique,,CARIBBEAN,,Storm,Tropical cyclone,25,9,1963,25,9,1963,0,1
11320,Martinique,,CARIBBEAN,,Storm,Tropical cyclone,7,9,1967,7,9,1967,0,1
11321,Martinique,,CARIBBEAN,,Storm,Tropical cyclone,21,8,1970,21,8,1970,0,1
11322,Martinique,,CARIBBEAN,,Storm,Tropical cyclone,,8,1979,,8,1979,,0
11323,Martinique,,CARIBBEAN,,Storm,Tropical cyclone,5,8,1980,5,8,1980,0,1
11324,Martinique,,CARIBBEAN,,Storm,Tropical cyclone,17,9,1989,17,9,1989,0,1
11325,Martinique,,CARIBBEAN,,Storm,Tropical cyclone,4,10,1990,4,10,1990,0,1
11326,Martinique,,CARIBBEAN,,Storm,Tropical cyclone,15,8,1993,15,8,1993,0,1
11327,Martinique,,CARIBBEAN,,Storm,Tropical cyclone,14,9,1995,19,9,1995,5,1
11328,Martinique,,CARIBBEAN,,Storm,Tropical cyclone,8,9,1996,15,9,1996,7,1
11329,Martinique,,CARIBBEAN,,Storm,Tropical cyclone,19,11,1999,19,11,1999,0,1
11330,Martinique,,CARIBBEAN,,Storm,Tropical cyclone,16,8,2007,24,8,2007,8,1
11331,Martinique,,CARIBBEAN,,Storm,Tropical cyclone,3,8,2011,3,8,2011,0,1
11332,Martinique,,CARIBBEAN,,Volcano,Volcanic eruption,8,5,1902,8,5,1902,0,1
11333,Mauritania,Mauritania,WESTERN AFRICA,,Drought,Drought,,,1910,,,1914,,0
11334,Mauritania,Mauritania,WESTERN AFRICA,,Drought,Drought,,,1940,,,1944,,0
11335,Mauritania,Mauritania,WESTERN AFRICA,"Tichitt, Kandossa",Drought,Drought,,1,1965,,,1965,,0
11336,Mauritania,Mauritania,WESTERN AFRICA,,Drought,Drought,,,1969,,,1975,,0
11337,Mauritania,Mauritania,WESTERN AFRICA,,Drought,Drought,,,1976,,,1977,,0
11338,Mauritania,Mauritania,WESTERN AFRICA,Southern,Drought,Drought,,,1978,,4,1979,,0
11339,Mauritania,Mauritania,WESTERN AFRICA,,Drought,Drought,,6,1980,,,1985,,0
11340,Mauritania,Mauritania,WESTERN AFRICA,"E.Trarza, N. Brakna, Gorg ...",Drought,Drought,,,1993,,,1993,,0
11341,Mauritania,Mauritania,WESTERN AFRICA,"Brakna, Tagant, Assaba, A ...",Drought,Drought,,3,1997,,,1998,,0
11342,Mauritania,Mauritania,WESTERN AFRICA,"Assaba, Brakna, Gorgol, T ...",Drought,Drought,,4,2001,,,2003,,0
11343,Mauritania,Mauritania,WESTERN AFRICA,,Drought,Drought,,,2010,,,2011,,0
11344,Mauritania,Mauritania,WESTERN AFRICA,Maghta Lajhar department,Drought,Drought,,,2011,,,2012,,0
11345,Mauritania,Mauritania,WESTERN AFRICA,"Gorgol, Brakna Gui Dimakh ...",Epidemic,Bacterial Infectious Diseases,,8,1988,,8,1988,,0
11346,Mauritania,Mauritania,WESTERN AFRICA,,Epidemic,Bacterial Infectious Diseases,25,8,1996,25,8,1996,0,1
11347,Mauritania,Mauritania,WESTERN AFRICA,"Nouakchott, Brakna, Guidi ...",Epidemic,Bacterial Infectious Diseases,20,7,2005,23,10,2005,95,1
11348,Mauritania,Mauritania,WESTERN AFRICA,Guidimaka,Epidemic,Viral Infectious Diseases,,2,1982,,2,1982,,0
11349,Mauritania,Mauritania,WESTERN AFRICA,Seven Regions Threatened,Epidemic,Viral Infectious Diseases,,10,1987,,10,1987,,0
11350,Mauritania,Mauritania,WESTERN AFRICA,"Hodh El Gharbi, Aioun aer ...",Epidemic,Viral Infectious Diseases,15,9,1998,25,10,1998,40,1
11351,Mauritania,Mauritania,WESTERN AFRICA,,Flood,Flash flood,3,8,2006,11,10,2006,69,1
11352,Mauritania,Mauritania,WESTERN AFRICA,Rosso,Flood,General flood,9,10,1999,9,10,1999,0,1
11353,Mauritania,Mauritania,WESTERN AFRICA,Akjoujt,Flood,General flood,24,8,2001,24,8,2001,0,1
11354,Mauritania,Mauritania,WESTERN AFRICA,"Assaba, Gorgol, Brakna, A ...",Flood,General flood,7,8,2003,20,8,2003,13,1
11355,Mauritania,Mauritania,WESTERN AFRICA,"Mbout (Gorgol region), Ta ...",Flood,General flood,27,9,2005,30,9,2005,3,1
11356,Mauritania,Mauritania,WESTERN AFRICA,"Trarza, Brakna (South-Eas ...",Flood,General flood,22,7,2006,24,7,2006,2,1
11357,Mauritania,Mauritania,WESTERN AFRICA,"Tintane, Barkeol, Guidima ...",Flood,General flood,7,8,2007,5,9,2007,29,1
11358,Mauritania,Mauritania,WESTERN AFRICA,"Gorgol region, Maghama to ...",Flood,General flood,31,8,2007,3,9,2007,3,1
11359,Mauritania,Mauritania,WESTERN AFRICA,Rosso region,Flood,General Flood,28,8,2009,29,8,2009,1,1
11360,Mauritania,Mauritania,WESTERN AFRICA,"Aleg, Magta Lahjar, Kaedi ...",Flood,General Flood,19,9,2010,21,9,2010,2,1
11361,Mauritania,Mauritania,WESTERN AFRICA,"Adrar region, Atar villag ...",Flood,,21,9,1984,21,9,1984,0,1
11362,Mauritania,Mauritania,WESTERN AFRICA,"Tintane, M'bout, Bassikno ...",Flood,,,7,1985,,7,1985,,0
11363,Mauritania,Mauritania,WESTERN AFRICA,,Flood,,,11,1995,,11,1995,,0
11364,Mauritania,Mauritania,WESTERN AFRICA,"Tagant, Gorgol, Trarza Re ...",Flood,,,9,1999,,9,1999,,0
11365,Mauritania,Mauritania,WESTERN AFRICA,"R'akiz, Mederdra, Lexeiba ...",Flood,,9,1,2002,9,1,2002,0,1
11366,Mauritania,Mauritania,WESTERN AFRICA,South-East,Insect infestation,Grasshopper/Locust,,,1985,,,1985,,0
11367,Mauritania,Mauritania,WESTERN AFRICA,"Southwest, North, East, S ...",Insect infestation,Grasshopper/Locust,,11,1987,,11,1987,,0
11368,Mauritania,Mauritania,WESTERN AFRICA,"North, East, South",Insect infestation,Grasshopper/Locust,,6,1988,,6,1988,,0
11369,Mauritania,Mauritania,WESTERN AFRICA,,Insect infestation,Locust,,7,2004,,7,2004,,0
11370,Mauritania,Mauritania,WESTERN AFRICA,Balad Ta?b,Storm,Local storm,16,10,1999,16,10,1999,0,1
11371,Mauritania,Mauritania,WESTERN AFRICA,"Nouakchott, Boutilinit",Storm,,2,6,1991,2,6,1991,0,1
11372,Mauritania,Mauritania,WESTERN AFRICA,Tidjikja (Nouakchott),Transport Accident,Air,1,7,1994,1,7,1994,0,1
11373,Mauritania,Mauritania,WESTERN AFRICA,Nema,Transport Accident,Air,13,5,1998,13,5,1998,0,1
11374,Mauritania,Mauritania,WESTERN AFRICA,,Transport Accident,Road,15,7,1990,15,7,1990,0,1
11375,Mauritania,Mauritania,WESTERN AFRICA,Near Timbreda,Transport accident,Road,11,7,2011,12,7,2011,1,1
11376,Mauritania,Mauritania,WESTERN AFRICA,Near Akjoujt,Transport accident,Road,1,11,2012,1,11,2012,0,1
11377,Mauritania,Mauritania,WESTERN AFRICA,Near Nouadhibou,Transport Accident,Water,21,7,2000,21,7,2000,0,1
11378,Mauritania,Mauritania,WESTERN AFRICA,Senegal river,Transport Accident,Water,12,4,2001,12,4,2001,0,1
11379,Mauritania,Mauritania,WESTERN AFRICA,Mauritanian coast,Transport Accident,Water,,12,2005,,12,2005,,0
11380,Mauritania,Mauritania,WESTERN AFRICA,"Near Nouadhibou, North of ...",Transport Accident,Water,6,3,2006,6,3,2006,0,1
11381,Mauritania,Mauritania,WESTERN AFRICA,Nouadhibou,Transport accident,Water,16,10,2007,5,11,2007,20,1
11382,Mauritania,Mauritania,WESTERN AFRICA,Near Babab?,Transport accident,Water,6,4,2010,6,4,2010,0,1
11383,Mauritania,Mauritania,WESTERN AFRICA,Near Nouakchott,Transport accident,Water,28,4,2011,29,4,2011,1,1
11384,Mauritius,,EASTERN AFRICA,Nationwide,Drought,Drought,,1,1999,,4,1999,,0
11385,Mauritius,,EASTERN AFRICA,Widespread,Epidemic,Bacterial Infectious Diseases,1,1,1980,1,1,1980,0,1
11386,Mauritius,,EASTERN AFRICA,,Epidemic,Viral Infectious Diseases,,1,2006,,3,2006,,0
11387,Mauritius,,EASTERN AFRICA,Rodriguez Isl.,Storm,Tropical cyclone,25,12,1967,25,12,1967,0,1
11388,Mauritius,,EASTERN AFRICA,Rodrigues Isl.,Storm,Tropical cyclone,17,2,1972,17,2,1972,0,1
11389,Mauritius,,EASTERN AFRICA,Entire island,Storm,Tropical cyclone,6,2,1975,6,2,1975,0,1
11390,Mauritius,,EASTERN AFRICA,Rodrogues Isl.,Storm,Tropical cyclone,,2,1979,,2,1979,,0
11391,Mauritius,,EASTERN AFRICA,,Storm,Tropical cyclone,22,12,1979,22,12,1979,0,1
11392,Mauritius,,EASTERN AFRICA,Rodrigues Isl.,Storm,Tropical cyclone,16,1,1982,16,1,1982,0,1
11393,Mauritius,,EASTERN AFRICA,Rodriguez Isl.,Storm,Tropical cyclone,,2,1982,,2,1982,,0
11394,Mauritius,,EASTERN AFRICA,Agalega Islands,Storm,Tropical cyclone,8,12,1983,8,12,1983,0,1
11395,Mauritius,,EASTERN AFRICA,Rodrigues Isl.,Storm,Tropical cyclone,7,2,1984,7,2,1984,0,1
11396,Mauritius,,EASTERN AFRICA,Rodigues Isl.,Storm,Tropical cyclone,29,1,1985,29,1,1985,0,1
11397,Mauritius,,EASTERN AFRICA,,Storm,Tropical cyclone,29,1,1989,29,1,1989,0,1
11398,Mauritius,,EASTERN AFRICA,Rodrigues Isl.,Storm,Tropical cyclone,25,1,1991,25,1,1991,0,1
11399,Mauritius,,EASTERN AFRICA,"Port Louis, Rodrigues Isl ...",Storm,Tropical cyclone,9,2,1994,11,2,1994,2,1
11400,Mauritius,,EASTERN AFRICA,Western and Southern part ...,Storm,Tropical cyclone,9,12,1996,9,12,1996,0,1
11401,Mauritius,,EASTERN AFRICA,,Storm,Tropical cyclone,10,3,1999,10,3,1999,0,1
11402,Mauritius,,EASTERN AFRICA,Port Louis,Storm,Tropical cyclone,22,1,2002,22,1,2002,0,1
11403,Mauritius,,EASTERN AFRICA,,Storm,Tropical cyclone,25,2,2007,25,2,2007,0,1
11404,Mauritius,,EASTERN AFRICA,,Storm,,,2,1960,,2,1960,,0
11405,Mauritius,,EASTERN AFRICA,,Transport Accident,Air,28,11,1987,28,11,1987,0,1
11406,Mauritius,,EASTERN AFRICA,Saint Julien d'Hotman,Transport accident,Road,12,1,2011,12,1,2011,0,1
11407,Mayotte,,EASTERN AFRICA,,Transport accident,Water,20,11,2008,21,11,2008,1,1
11408,Mayotte,,EASTERN AFRICA,,Transport accident,Water,8,9,2012,8,9,2012,0,1
11409,Mexico,Mexico,CENTRAL AMERICA,North,Drought,Drought,,,1978,,,1978,,0
11410,Mexico,Mexico,CENTRAL AMERICA,"Sinaloa, Nayarit province ...",Drought,Drought,,5,1988,,,1988,,0
11411,Mexico,Mexico,CENTRAL AMERICA,"Coahuila, Durango, Chihua ...",Drought,Drought,,6,1995,,6,1995,,0
11412,Mexico,Mexico,CENTRAL AMERICA,North,Drought,Drought,,5,1996,,,1996,,0
11413,Mexico,Mexico,CENTRAL AMERICA,"Coahuila, Chichuahua, Dur ...",Drought,Drought,,5,1999,,,2000,,0
11414,Mexico,Mexico,CENTRAL AMERICA,"Baja California, Coahuila ...",Drought,Drought,,4,2002,,,2002,,0
11415,Mexico,Mexico,CENTRAL AMERICA,"Nuevo Leon, Guanajuato, S ...",Drought,Drought,,9,2011,,12,2011,,0
11416,Mexico,Mexico,CENTRAL AMERICA,Colima,Earthquake (seismic activity),Earthquake (ground shaking),,,1941,,,1941,,0
11417,Mexico,Mexico,CENTRAL AMERICA,"Acapulco, Mexico City",Earthquake (seismic activity),Earthquake (ground shaking),28,7,1957,28,7,1957,0,1
11418,Mexico,Mexico,CENTRAL AMERICA,Vera Cruz state,Earthquake (seismic activity),Earthquake (ground shaking),26,8,1959,26,8,1959,0,1
11419,Mexico,Mexico,CENTRAL AMERICA,"Guerrero, Michoacan",Earthquake (seismic activity),Earthquake (ground shaking),6,6,1964,6,6,1964,0,1
11420,Mexico,Mexico,CENTRAL AMERICA,Chiapas state,Earthquake (seismic activity),Earthquake (ground shaking),25,9,1968,25,9,1968,0,1
11421,Mexico,Mexico,CENTRAL AMERICA,"Michoacan, Colima",Earthquake (seismic activity),Earthquake (ground shaking),31,1,1973,31,1,1973,0,1
11422,Mexico,Mexico,CENTRAL AMERICA,Puebla,Earthquake (seismic activity),Earthquake (ground shaking),28,8,1973,28,8,1973,0,1
11423,Mexico,Mexico,CENTRAL AMERICA,"Mexico city, Oaxaca",Earthquake (seismic activity),Earthquake (ground shaking),29,11,1978,29,11,1978,0,1
11424,Mexico,Mexico,CENTRAL AMERICA,"Guerrero, Acapulco, Gudal ...",Earthquake (seismic activity),Earthquake (ground shaking),14,3,1979,14,3,1979,0,1
11425,Mexico,Mexico,CENTRAL AMERICA,Northwest,Earthquake (seismic activity),Earthquake (ground shaking),9,6,1980,9,6,1980,0,1
11426,Mexico,Mexico,CENTRAL AMERICA,Oaxaca state,Earthquake (seismic activity),Earthquake (ground shaking),24,10,1980,24,10,1980,0,1
11427,Mexico,Mexico,CENTRAL AMERICA,"Mexico city, Michoacan",Earthquake (seismic activity),Earthquake (ground shaking),25,10,1981,25,10,1981,0,1
11428,Mexico,Mexico,CENTRAL AMERICA,"Near coast of Guerrero, M ...",Earthquake (seismic activity),Earthquake (ground shaking),7,6,1982,7,6,1982,0,1
11429,Mexico,Mexico,CENTRAL AMERICA,"Mexico city, Michoacan, J ...",Earthquake (seismic activity),Earthquake (ground shaking),19,9,1985,19,9,1985,0,1
11430,Mexico,Mexico,CENTRAL AMERICA,Mexicali,Earthquake (seismic activity),Earthquake (ground shaking),24,11,1987,24,11,1987,0,1
11431,Mexico,Mexico,CENTRAL AMERICA,Near coast of Guerrero,Earthquake (seismic activity),Earthquake (ground shaking),25,4,1989,25,4,1989,0,1
11432,Mexico,Mexico,CENTRAL AMERICA,Guerrero state,Earthquake (seismic activity),Earthquake (ground shaking),24,10,1993,24,10,1993,0,1
11433,Mexico,Mexico,CENTRAL AMERICA,Costa Chica (Guerrerro st ...,Earthquake (seismic activity),Earthquake (ground shaking),14,9,1995,14,9,1995,0,1
11434,Mexico,Mexico,CENTRAL AMERICA,"Jalisco, Colima, Guerrero ...",Earthquake (seismic activity),Earthquake (ground shaking),9,10,1995,9,10,1995,0,1
11435,Mexico,Mexico,CENTRAL AMERICA,"Chiapas, Tuxtla Gutierrez ...",Earthquake (seismic activity),Earthquake (ground shaking),20,10,1995,20,10,1995,0,1
11436,Mexico,Mexico,CENTRAL AMERICA,Arteaga area (Michoacan),Earthquake (seismic activity),Earthquake (ground shaking),12,1,1997,12,1,1997,0,1
11437,Mexico,Mexico,CENTRAL AMERICA,"Arteaga, Patzcuaro, Micho ...",Earthquake (seismic activity),Earthquake (ground shaking),22,5,1997,22,5,1997,0,1
11438,Mexico,Mexico,CENTRAL AMERICA,"West Puebla, Oaxaca State ...",Earthquake (seismic activity),Earthquake (ground shaking),15,6,1999,15,6,1999,0,1
11439,Mexico,Mexico,CENTRAL AMERICA,Guerrero,Earthquake (seismic activity),Earthquake (ground shaking),21,6,1999,21,6,1999,0,1
11440,Mexico,Mexico,CENTRAL AMERICA,"North Puerto Angel, Coast ...",Earthquake (seismic activity),Earthquake (ground shaking),30,9,1999,30,9,1999,0,1
11441,Mexico,Mexico,CENTRAL AMERICA,Lazaro Cardenas (Michoaca ...,Earthquake (seismic activity),Earthquake (ground shaking),9,8,2000,9,8,2000,0,1
11442,Mexico,Mexico,CENTRAL AMERICA,"Colima city, Armeria, Coq ...",Earthquake (seismic activity),Earthquake (ground shaking),21,1,2003,21,1,2003,0,1
11443,Mexico,Mexico,CENTRAL AMERICA,Mexicalli (Baja Californi ...,Earthquake (seismic activity),Earthquake (ground shaking),4,4,2010,4,4,2010,0,1
11444,Mexico,Mexico,CENTRAL AMERICA,Guerrero state,Earthquake (seismic activity),Earthquake (ground shaking),10,12,2011,10,12,2011,0,1
11445,Mexico,Mexico,CENTRAL AMERICA,"Guerrero, Oaxaca, Mexico, ...",Earthquake (seismic activity),Earthquake (ground shaking),20,3,2012,20,3,2012,0,1
11446,Mexico,Mexico,CENTRAL AMERICA,"Tabasco, Chiapas, Guerrer ...",Epidemic,Bacterial Infectious Diseases,20,7,1991,20,7,1991,0,1
11447,Mexico,Mexico,CENTRAL AMERICA,,Epidemic,Viral Infectious Diseases,,1,1995,,1,1995,,0
11448,Mexico,Mexico,CENTRAL AMERICA,"Tabasco, Veracruz, Quinta ...",Epidemic,Viral Infectious Diseases,,10,2009,,12,2009,,0
11449,Mexico,Mexico,CENTRAL AMERICA,,Extreme temperature,Cold wave,,1,1988,,1,1988,,0
11450,Mexico,Mexico,CENTRAL AMERICA,Northern,Extreme temperature,Cold wave,6,1,1992,3,2,1992,28,1
11451,Mexico,Mexico,CENTRAL AMERICA,North,Extreme temperature,Cold wave,,12,1992,,12,1992,,0
11452,Mexico,Mexico,CENTRAL AMERICA,Chihuahua,Extreme temperature,Cold wave,20,12,1995,20,12,1995,0,1
11453,Mexico,Mexico,CENTRAL AMERICA,"Chihuahua, Coahuila, Nuev ...",Extreme temperature,Cold wave,14,1,1997,14,1,1997,0,1
11454,Mexico,Mexico,CENTRAL AMERICA,"Guadalajara, Aguascalient ...",Extreme temperature,Cold wave,13,12,1997,13,12,1997,0,1
11455,Mexico,Mexico,CENTRAL AMERICA,"Guadalajara, Aguascalient ...",Extreme temperature,Cold wave,,12,1998,,12,1998,,0
11456,Mexico,Mexico,CENTRAL AMERICA,Chihuahua State,Extreme temperature,Cold wave,,1,1999,,1,1999,,0
11457,Mexico,Mexico,CENTRAL AMERICA,Chihuahua,Extreme temperature,Cold wave,,10,2000,,10,2000,,0
11458,Mexico,Mexico,CENTRAL AMERICA,"Chihuahua, Sonora, Basse ...",Extreme temperature,Cold wave,24,12,2002,24,12,2002,0,1
11459,Mexico,Mexico,CENTRAL AMERICA,"Chihuahua, Puebla, Nuevo ...",Extreme temperature,Cold wave,,12,2003,,12,2003,,0
11460,Mexico,Mexico,CENTRAL AMERICA,Chihuahua state,Extreme temperature,Cold wave,,11,2004,,11,2004,,0
11461,Mexico,Mexico,CENTRAL AMERICA,,Extreme temperature,Cold wave,,11,2006,,11,2006,,0
11462,Mexico,Mexico,CENTRAL AMERICA,"Sinaloa, Sonora, Tamaulip ...",Extreme temperature,Cold wave,1,2,2011,8,2,2011,7,1
11463,Mexico,Mexico,CENTRAL AMERICA,,Extreme temperature,Heat wave,,5,1962,,5,1962,,0
11464,Mexico,Mexico,CENTRAL AMERICA,,Extreme temperature,Heat wave,,7,1968,,7,1968,,0
11465,Mexico,Mexico,CENTRAL AMERICA,North,Extreme temperature,Heat wave,30,4,1990,6,6,1990,37,1
11466,Mexico,Mexico,CENTRAL AMERICA,Mexico city,Flood,Flash flood,3,5,1972,3,5,1972,0,1
11467,Mexico,Mexico,CENTRAL AMERICA,Guadalajara,Flood,Flash flood,8,7,1973,8,7,1973,0,1
11468,Mexico,Mexico,CENTRAL AMERICA,Pueblo state,Flood,Flash flood,,9,1982,,9,1982,,0
11469,Mexico,Mexico,CENTRAL AMERICA,"Tampico, Panuco areas, Hi ...",Flood,Flash flood,16,9,1993,22,9,1993,6,1
